stocks,std,rendimiento,riesgo,coeficiente_variacion,beta,alfa,Riesgo_sistematico,Riesgo_no_sistematico,sharpie,teynor
HUM,0.024540626595133,0.110194327807894,0.550388866077358,4.994711406896295,1.0433813426529637,-0.000343788175716,0.4717314230639259,0.5282685769360741,0.0626726482563799,0.0330601347731469
HWM,0.0375424567400561,-0.0011253136522318,0.8419895113442503,-748.2265141583533,1.5397269604026351,-0.0011570932995232,0.4389570400109254,0.5610429599890746,-0.0912426017392769,-0.049895413685646
IBM,0.0211544857609716,0.0063798831295424,0.4744456456845289,74.36588352027644,0.9539237166537006,-0.0006887829664666,0.5306428486357271,0.4693571513642729,-0.1461076047403548,-0.0726684069808305
ICE,0.0188298910071545,0.1905165090673855,0.422310421439826,2.216660506258044,0.8755912850118559,0.000100556986424,0.5642703314145086,0.4357296685854914,0.2718770440850829,0.1311302556715498
IDXX,0.0221581328691849,0.4524551390088794,0.496955103284968,1.098352213157679,0.890603394129857,0.0011287580446165,0.4215822675432699,0.5784177324567301,0.7581271155451591,0.4230335764405873
IEX,0.0195488014750446,0.1448516008266544,0.4384339020567248,3.0267798184805947,0.9066799738428672,-0.0001039257204424,0.5613681161434803,0.4386318838565197,0.1577241187377603,0.0762690285675581
IFF,0.0220833660153853,0.0626102884139465,0.4952782575971287,7.910493149665873,0.9232518183724954,-0.0004426856902323,0.456131190158946,0.543868809841054,-0.0264290050800108,-0.0141778346119349
ILMN,0.0255726241699528,0.0716594202825809,0.5735341583459874,8.003611473332038,0.8967783288715223,-0.000386958586004,0.3209220705382717,0.6790779294617283,-0.0070450550479358,-0.004505661641605
INCY,0.0234554141301337,-0.0948866998156454,0.5260500882654491,-5.543981288078386,0.6748079371551978,-0.000881690558671,0.2160001843784948,0.7839998156215052,-0.3242784358769388,-0.2527929658545384
INFO,0.0220500228930534,0.2865562907352942,0.4945304493363814,1.725770696108022,1.0199472901296474,0.0003736034351387,0.5583639045721318,0.4416360954278682,0.4263767600523805,0.2067325368436361
INTC,0.0279140270602509,-0.0768797173125382,0.6260463497859977,-8.14319266082806,1.201408486152147,-0.001204443402746,0.4834108216192447,0.5165891783807552,-0.2437195223080444,-0.1270006988224448
INTU,0.0246996666035788,0.4348532485272304,0.5539557615504678,1.2738912803954348,1.232732635920773,0.0008027939518554,0.6500332522559388,0.3499667477440612,0.6483428343122487,0.2913472378858256
IP,0.0254300872289168,0.0234875957674001,0.5703373880823264,24.282493352254104,1.0982665740929234,-0.0007289491716517,0.4867430961789735,0.5132569038210265,-0.0915465219773793,-0.0475407387097462
IPG,0.0287052475902334,0.2331089586944094,0.6437915759979702,2.7617624805314267,1.2795460079900534,-3.2822757398296375e-05,0.518524386448709,0.481475613551291,0.2445029797887659,0.1230193816490208
IPGP,0.0296539011126874,0.0724804794158477,0.6650676560727692,9.175817564023356,0.9897182641939588,-0.0004532745361431,0.2906962756556543,0.7093037243443456,-0.0048408918322137,-0.0032529667286419
IQV,0.0242048884006241,0.2954841996756926,0.5428590435009769,1.8371846755149324,1.2004000097904777,0.0002739461261309,0.6418385225009553,0.3581614774990447,0.4048642134766189,0.1830924674134705
IR,0.0261275851569317,0.2406956571693816,0.5859806355032211,2.434529323854217,1.0959243337511626,0.0001347409630622,0.4591372877663426,0.5408627122336573,0.2815718594995698,0.1505538768398631
IRM,0.024110002886559,0.2391151840928357,0.5407309833110298,2.2613828785590324,0.8993868515357774,0.000275595693224,0.3631436979034789,0.636856302096521,0.3022116156396367,0.1816962120513445
ISRG,0.0237524398504311,0.3015701956338634,0.5327116805746993,1.766459976109393,1.1759334359541616,0.0003164123928814,0.639630246567042,0.3603697534329579,0.4240008317260669,0.192077364864271
IT,0.0256212261279841,0.3748974635933259,0.5746241866085628,1.532750264834794,1.0536711250792543,0.0006989182412303,0.4413572923797674,0.5586427076202326,0.5206837278451366,0.2839571631715931
ITW,0.0203467424941764,0.1416196408508523,0.4563298531243983,3.2222215109624885,1.015169007384827,-0.0001979650151707,0.6496312252709059,0.3503687747290941,0.1444561218152041,0.0649346467152968
IVZ,0.0374659625495373,0.1321087849844184,0.8402739255331898,6.360469711626639,1.665361311413425,-0.0007224354685194,0.5156121245180267,0.4843878754819732,0.067131423777817,0.0338717998297578
